"","test_base.user_id","test_base.days_active","test_base.greater_than"
"472","4FW7UG-9VGL2Z-7CMW9R",3,"1"
"473","FVRG0S-5BRVL6-8N0OW5",4,"1"
"474","UA8KT1-YEF2K3-3SVL0T",3,"1"
"475","W41SK5-UJ4VHC-2XNUO3",5,"1"
"476","JEC0N2-5G8QP4-ZTKH98",3,"1"
"477","OCHEBF-XB9F5Y-YEHQD2",5,"1"
"478","NKV7YL-DN9KF1-5A2IWF",3,"1"
"479","LMZU5B-H0UKRZ-ULABJT",3,"0"
"480","LJEDOW-UMK9S8-Y91N8D",4,"1"
"481","45MXKE-CED0K5-KPWAMV",4,"1"
"482","HEJWYQ-DECBSQ-3WTEHA",3,"1"
"483","Z4G95S-XYUA7W-O74RJY",2,"0"
"484","O4XAV0-3RMVOS-OD38IG",3,"0"
"485","KM9TS0-BFGDNM-KN5YWE",4,"1"
"486","IS5682-0YUZTH-V0SMLA",4,"1"
"487","3P6A50-0V6JT2-G9PKMX",2,"0"
"488","XF7DQG-U8KAL2-HL0NDS",4,"1"
"489","F9OKNL-PFLW1I-RJ1B09",2,"0"
"490","TON8P6-4D7CAM-U2GHI0",2,"1"
"491","AH63XS-SQRPZ6-D9V2Y6",3,"1"
"492","HF5GI1-N4B6XC-DC13SY",5,"0"
"493","9NLDEO-HS0VT4-JQ6IBX",2,"1"
"494","OV2M76-EV4TO6-BD5SKA",3,"1"
"495","Z8PFR1-5XLAKN-LB73P9",5,"1"
"496","D93BUE-6X19LC-BNX3DK",3,"0"
"497","V1O39I-8VUOZC-5V2SMY",2,"0"
"498","ONKHQA-3ZI8Y1-4IFMUH",2,"0"
"499","SD82U1-NADH60-3CIPWV",3,"1"
"500","JM6EIW-WJ2UP5-XLSGE7",2,"0"
"501","1H3QOI-W7K5OE-ZQJCHR",3,"0"
"502","S4HAGB-EBDWIN-K8QZRA",3,"1"
"503","L9XMRS-2GO84S-ENQWJ6",5,"1"
"504","MG0DC6-0WD1NV-I8O521",2,"0"
"505","34UQZ8-N3XKTB-0HXUJG",3,"1"
"506","NSEIH5-FO4708-6TJCXE",3,"1"
"507","KRIDQ2-38SILJ-QCS1KZ",2,"0"
"508","EK1FJB-KJWG74-TA1UXE",3,"1"
"509","5LZ463-4CRE8X-M2UGN1",2,"1"
"510","NOK426-TFN9HQ-C309GX",3,"1"
"511","7EDVJ0-ZYPWVH-J38VPC",3,"1"
"512","RUJB4N-9MVIPW-MKSG9B",3,"1"
"513","52R4F7-V7KPI8-0E58WF",3,"1"
"514","RJ5CDP-JQ2VEN-Q89SBG",4,"1"
"515","KBCIXY-RKIBL6-IVZ9KC",2,"0"
"516","7PYK10-ML671D-WZSKJ5",2,"0"
"517","W7QREN-X3Z1OH-3BSPC4",4,"1"
"518","IWQYKR-XOPW1M-NTY1PW",4,"1"
"519","L24KY8-MI70SA-ABGTQU",3,"1"
"520","8HPI3D-3QABUT-NUJZ8G",2,"0"
"521","FBPE0A-WR2IOQ-LIYW6G",3,"1"
"522","47OISD-1SREHN-NOV7YJ",4,"1"
"523","N745XD-HNUOW3-17G3AX",3,"1"
"524","LKOPEN-QXVDUP-RZOAYP",2,"0"
"525","NYG4L9-RSC0I6-C9Y4MT",5,"1"
"526","OGEI1A-6R5XT7-MNA96K",2,"0"
"527","P5OXV2-2ZAD1Q-AZ3M90",3,"1"
"528","JYCHFE-WSM03G-CS5MHO",3,"1"
"529","HT092Z-VJP4MG-DU8NC7",4,"1"
"530","DN3X1B-Q3JDRS-Y9KM2L",3,"0"
"531","DIAJLN-VI7GE0-PW9X5T",2,"0"
"532","WLUK19-V4HSM2-E738CS",3,"1"
"533","JZV351-JP8ONA-Y9ZUQS",4,"1"
"534","1LBZ3U-1SL807-EL3WZD",2,"0"
"535","DRNU5H-6ZDW45-PS2F0O",3,"1"
"536","GY7IV4-AO1VL6-248UMD",5,"1"
"537","973OHM-6JYELG-FAIRO9",3,"1"
"538","S8PTA6-S6ZR1O-UF7KR4",2,"0"
"539","V63EIU-T0IZFA-DJRM51",2,"0"
"540","XP91K5-M1XV28-9SAW4L",3,"0"
"541","52QCR3-4CKLIB-3ZNXHP",3,"1"
"542","5KEP1C-VXCJKU-J8G6T4",3,"1"
"543","0CHFAM-UN6XRH-3CLSIR",5,"1"
"544","IZ751G-WM94R1-VW3LQR",4,"1"
"545","1DHPRI-U58H9O-OUHT65",3,"1"
"546","DH2BO1-D63HLW-1JB8RT",5,"1"
"547","7MG3VF-FSQBD3-24LSPM",4,"1"
"548","CGU8WP-J58UKP-50XST8",3,"1"
"549","BJ7QYZ-S42WBZ-2SWCP7",5,"1"
"550","Y1JOBD-LW36QI-LCUHYI",3,"1"
"551","8FB4UG-T4G382-61C53A",2,"1"
"552","OQXUHB-6TEQRB-KCOPIJ",2,"1"
"553","S780WT-8CI6QX-DE4TZW",2,"0"
"554","TQZ8C6-A9IGH7-DF3NU2",3,"1"
"555","CLGA5S-LHYZJ3-ZCMWHK",3,"0"
"556","IDQEWR-0OLEFU-PTNMRV",2,"0"
"557","YESCL5-V5P6OZ-7RKISL",3,"1"
"558","W4D17B-7WK2GQ-VW0MQI",3,"1"
"559","O8UM32-3TOPZB-K1LRMZ",3,"1"
"560","UTVH4F-ZAJW0R-A7SNGH",2,"1"
"561","TNLDJP-ED32XF-BK31W8",4,"1"
"562","YF6KEX-406END-M25XY4",5,"1"
"563","G64XCT-BI1LR6-KPCRSJ",3,"0"
"564","P9WTOQ-RUEDYW-X9PKZS",3,"1"
"565","KOI9DZ-IOXBWU-2QW4RM",3,"1"
"566","K85RNC-DLK0ZX-N1REV0",3,"1"
"567","WR1KNC-UMZ8YS-32AKLO",2,"0"
"568","G2XY6C-M2CE0Z-PUW9KL",3,"0"
"569","HW9N8F-JOI58D-JWBSMH",3,"1"
"570","1ZVRAL-9XR3FP-XSK2IG",2,"0"
"571","JG3W09-ES21YZ-3KIETL",3,"1"
"572","IEGS6B-JCQ40T-6RM03B",3,"0"
"573","W1Y2AH-VA0W8P-7I16NS",2,"0"
"574","FN8T64-LWPC0K-TVGBI2",2,"0"
"575","53MKGD-0V1UZI-RGYPVD",2,"0"
"576","36KBO9-9GYWFA-WAVL8R",2,"0"
"577","5VL6KU-9NKXQW-3540JM",4,"1"
"578","ASOLR1-JUPDVL-AVL3PR",3,"1"
"579","LG96M1-6JES8Z-PXI2CT",4,"1"
"580","9TVYP1-TBAQN9-X5QN3P",5,"1"
"581","V1OU8H-Y7FJTV-WT3FOY",4,"1"
"582","JDNPY1-JNH2I0-NQCSY0",4,"1"
"583","STPADL-GF120C-TF9M8S",3,"1"
"584","A83FQ2-RQZEY8-0PXWY7",5,"1"
"585","X08YQG-L96BEZ-YAJPTB",4,"1"
"586","2AK3QN-XJEAOZ-LPDY5S",4,"1"
"587","TYLJDI-96MKWJ-K3L8DT",3,"1"
"588","17RAEC-NFWQU1-W587FJ",4,"1"
"589","HPR65F-2AE1RK-NGZ5C7",3,"1"
"590","6MK2CX-E9XVKB-JHENA8",3,"1"
"591","M5CISA-EJU0IF-LQ3JH2",5,"1"
"592","2O859A-K7AR5G-EUBQRH",3,"1"
"593","RG20KN-TAE8NH-AJQGY3",2,"0"
"594","3MZ4O8-UDZOCM-RU95M0",2,"0"
"595","T2SU9I-UQJRAM-X37QWE",3,"1"
"596","HQ531E-2OBL3X-0DP7Z8",2,"0"
"597","4KRP5Q-XS01VR-8GOI36",3,"0"
"598","HX0RCV-HYKV9R-Q5C4HD",3,"1"
"599","PELGXA-2T3W9O-TJH6G0",3,"0"
"600","AHSC4P-VEDNBA-WBV07O",4,"1"
"601","01J6BD-PVJ8KZ-YEJO8S",5,"1"
"602","L3C5Y8-F95LT3-NKYCT4",3,"1"
"603","UBC9EV-AK76UG-H0GYM8",3,"1"
"604","8HDVEP-5OG0DF-4FSQK1",3,"1"
"605","41Y3XQ-O86JD2-SDLR7H",4,"1"
"606","9XVKRW-EIJQ6L-QWI6VT",4,"1"
"607","BZW6O8-RAZ6O8-E9I1L5",3,"0"
"608","1HC9Z6-V8ZHXR-BKTXJ4",3,"1"
"609","Y2S31L-3RZA1N-QFDME8",4,"1"
"610","210PBQ-Q1N387-6F014I",2,"0"
"611","53IKZU-OB7PSX-L8UXRN",4,"1"
"612","JRF1AN-8N6KUA-14F8WH",3,"1"
"613","IUAHNV-6P7KMN-PXVUAG",4,"1"
"614","UDTW9L-KNEMA7-S4EPNJ",5,"1"
"615","T64LJZ-VKIQUX-2S1ZKA",2,"0"
"616","HMYRB5-WROH4J-TQMEOG",3,"1"
"617","Y4UAGR-LRCKSY-7TN0XW",5,"1"
"618","E6F5BS-2X08OI-X8OLNA",3,"1"
"619","GN9S70-NE074P-1J386X",2,"1"
"620","3SZXY7-RC82LV-Z3SN6Y",2,"0"
"621","D2ARB8-ULJCX9-OTWXFP",3,"1"
"622","DRA07Z-LE41ZF-P5XKRL",4,"1"
"623","467YAO-I9AFE0-PRKFQ4",4,"0"
"624","QA9CHF-YRDM4V-8M6OGP",3,"1"
"625","0OJ4N1-JVIY8K-18CZJK",5,"1"
"626","3YILU9-KI8X9Y-JLROAD",4,"1"
"627","R4P5LA-2TH5W3-VEYP5I",3,"1"
"628","AZCS8U-08YH6Q-813SLU",2,"1"
"629","H0MTGI-2QHLNB-NAFJ4I",5,"1"
"630","0DTU4H-R6ZXBL-LPMV3H",3,"1"
"631","ZSE7XG-DVALTB-7XU03M",2,"0"
"632","6GSBUA-1THMK7-VTGZ01",2,"0"
"633","V7I4FN-URIFVL-SZTIU2",3,"0"
"634","WTD7O6-RFGLM0-2R517U",2,"0"
"635","KWP94C-9PQSCV-674M0B",4,"0"
"636","ER0JIC-IABRZ9-LQPF5A",2,"0"
"637","AY1PNG-6TNR3I-6CHLT8",3,"1"
"638","12OVYD-610V79-90M8IJ",2,"1"
"639","54WHN0-8EY0LC-W6Z2LR",5,"1"
"640","4TKFPC-0Y73SD-340UEQ",3,"1"
"641","2B5VHO-OGRN85-A9BHUI",4,"1"
"642","GEXF5C-UW1IDF-G4P1Y3",3,"1"
"643","SEK0PC-5IWDUN-QOJGMI",4,"1"
"644","4UFW73-Z45UHL-PVIF5D",2,"0"
"645","B1MR2I-HFK52W-WU974B",2,"1"
"646","QK94OA-ZIC2OE-N6USPL",4,"1"
"647","5CIVMB-FRLB14-R20K4S",3,"1"
"648","KPEIVH-L3QAXT-FXYG9L",2,"0"
"649","EA6YX9-8NMJTQ-3XFEMI",3,"1"
"650","HCSLYE-YQXNA6-ZUD4B2",2,"1"
"651","9PQ302-BFK0MR-FQ0VKX",3,"1"
"652","LJ0ZEK-L3TH8O-O7WH4R",2,"0"
"653","6C2P4H-5E49AR-X83E1H",4,"1"
"654","MPXHLY-NOI1KC-E01GSY",3,"1"
"655","24VAQR-LJKZBG-TEVFBX",3,"0"
"656","DHACB8-89G3X0-RBYVWC",2,"0"
"657","5EAKZQ-MQVTW4-MJYHX7",4,"1"
"658","GCMLJI-Q8IT70-A3QOM8",4,"1"
"659","CXLQ3V-9LB0NW-RSJNP9",2,"0"
"660","F8O2D1-A5DB6C-X86ZD9",4,"1"
"661","3XSOWV-0HKMZ7-2JOLWQ",3,"1"
"662","TPMRAF-B24IS5-QAO5ZX",3,"1"
"663","RNZK09-M1CYIE-4LXZYR",5,"1"
"664","Y8HQRN-ZMO0FB-APLMHD",3,"1"
"665","I80CQE-GMU9OV-VD5QCW",3,"1"
"666","J68C5M-ANU0CP-B9TUXQ",4,"1"
"667","G1J8BC-9UKCEY-SZJRFW",2,"0"
"668","N1WF2K-KJX71P-GC0WQA",3,"1"
"669","M5WDJU-RLYZ1O-37AMON",3,"1"
"670","KH6NEF-MLGVP1-XBEY2I",3,"1"
"671","GVRJOZ-FSR7JW-75NAU8",3,"1"
"672","2SXNFE-DXIM0Q-YGF8XN",2,"0"
"673","RFE7KW-VISWHF-852CBY",4,"1"
"674","APCEHR-8RQ97K-SD7468",3,"1"
"675","105QEP-ZWXS8J-9085H3",4,"1"
"676","2HRGIZ-08ZWQP-UJQGT7",2,"0"
"677","S4V0CG-B7RKU4-KCEJRH",6,"1"
"678","B5AZXH-0YPQCD-0SYNL4",2,"0"
"679","HJBIM0-OPEKAT-JUBCVF",2,"0"
"680","HTFUQ7-Y6S4VC-ATC7YO",2,"0"
"681","EV50SL-S3RYKE-0IL1XO",3,"1"
"682","0EX1D5-BPJYFA-8DV2QE",3,"1"
"683","7H6K1D-2SX7EW-IKSAJN",3,"1"
"684","8Q3OWE-MKR0YX-69LPVK",2,"0"
"685","D8ZTUN-TPGAJ6-DIO85Z",4,"1"
"686","0UM9PK-Q2ONB1-ISX2YA",2,"0"
"687","ZUXF15-CTZASB-5IOQZS",3,"1"
"688","236RFZ-3FXPLK-BHPY7G",3,"1"
"689","BYIKVD-RQI97M-89ZYPK",5,"1"
"690","7GT2ZP-9KO065-0IX2KP",3,"1"
"691","TJ815Z-ASOZ1D-5D1SM4",4,"1"
"692","U4MLR8-LI19GW-F7CVX2",2,"0"
"693","23P7WN-VSKRWB-HFES7Z",3,"1"
"694","SOWCXL-U5NG10-FV78QP",3,"1"
"695","OWNDYM-7V2XWI-UJWH7Q",2,"1"
"696","WIGUYC-023QFO-OMI61F",2,"0"
"697","S0ECBV-D1XPFR-54C32W",2,"0"
"698","K796WP-W0OMDZ-A1RQ3C",3,"1"
"699","CJRAWH-K7YBR0-I6RBAK",4,"1"
"700","FNU8VX-51BN9J-SBKNZR",3,"1"
"701","INBR6S-RHL7MO-B3CFYE",5,"1"
"702","CO1J6M-1X2R7M-973PKO",3,"0"
"703","ZOD2JR-VMUAD2-JWE4SP",2,"0"
"704","KCIZDS-A8OHIW-MPFG2W",2,"0"
"705","MI352A-62JBKN-T9YXF4",4,"1"
"706","5E8YDR-7HO4NR-TMDUHO",3,"1"
"707","NAR9Z6-3AD2GF-659U2J",3,"0"
"708","O87FM9-9X4AMR-V7B213",4,"1"
"709","9YRAVJ-CBJOLY-QE6153",5,"1"
"710","8ZOHQM-1UGCR3-SVPI6T",3,"1"
"711","ENKIBM-YLVE3X-QN8ZWL",4,"1"
"712","67Z5JN-WU0CQE-XW4HT0",5,"1"
"713","9O8W0B-9W1GOE-SCP37F",5,"1"
"714","LXVDFW-EUWSRI-REFB0Y",3,"1"
"715","PHW39O-MHNG5O-PLYKEM",3,"1"
"716","Q1ZYCK-IT1R35-VKA8OI",2,"0"
"717","DQ1Z36-1E4JPB-KXQSHI",3,"1"
"718","5PTQG9-1PGZRD-P9T7JY",3,"0"
"719","UIOGSB-Q8BK0M-RP8QV6",3,"0"
"720","G7PTNF-905AF8-1TZIHX",4,"1"
"721","8O9TA4-9Q4WCY-Q5M90Z",4,"1"
"722","3L2SV4-UZBKO1-N0B5MC",3,"1"
"723","279J6X-G0VY3J-PL9CWE",4,"1"
"724","EJG9U1-TQGPAJ-3TWZCY",4,"1"
"725","HRIZ1E-EC2YB6-ZVGUE7",2,"0"
"726","BJVNQW-3J1BCL-UXB1M7",4,"1"
"727","PZX3WG-U3XKNS-T2Y78O",3,"1"
"728","U2OZ5J-O7BAE0-8V25JK",2,"0"
"729","9Q6K1G-LNHZI9-2XO59Y",2,"0"
"730","LDB5X9-LP8CQE-0M8VFD",4,"1"
"731","YD4HTI-OS17KA-WCMTNI",4,"1"
"732","56XJTW-SY7DI6-17H45I",4,"1"
"733","RGSDH5-1G7O46-6RLISC",2,"0"
"734","U82QDS-X0T23U-VMKZ0W",2,"0"
"735","5CLPV9-8EJMPK-ASNJR9",4,"1"
"736","5NSUOJ-S4FTI8-BY350K",5,"1"
"737","UG473S-ULTJ84-903ZR4",2,"0"
"738","97O0GD-LH63MO-WFMU09",2,"1"
"739","E6SUM2-ECIS89-OIG8KB",3,"1"
"740","LF1CIV-WJPF1H-M80JQZ",3,"1"
"741","QRVTHK-HK34UQ-G4D702",2,"0"
"742","4CA10Q-93KV62-NDP0LE",3,"1"
"743","DITEH3-6XNC4O-Z7XPEH",2,"0"
"744","W536EJ-0GS316-HAY7MB",2,"0"
"745","9M5P3A-YOGBNA-PNEKAX",3,"1"
"746","ONBGMC-PXJKSV-F4R3VX",3,"1"
"747","QLNTZC-WLPKI6-NFRBXH",2,"0"
"748","1MYTFO-HYN0T7-M50QH9",2,"0"
"749","E52N9Q-AKZ3X8-P7FO9I",2,"0"
"750","32XDHW-F1JEU4-UVW6H2",3,"1"
"751","DBN9TX-C19VTX-4I8C1S",5,"1"
"752","N9UB18-F2S7UD-EUCJIV",3,"1"
"753","ZR9561-DJS2A3-VAS9D8",5,"1"
"754","M7OV4N-DMUCRK-3CV0BL",3,"1"
"755","MON7T8-FWVAKG-18NJY2",4,"1"
"756","4AU5BO-XJHTP9-USOEWD",2,"0"
"757","HDQ6YA-0TCJGQ-M6TDN3",3,"1"
"758","4G1HQO-R9MU3T-RHUKVG",3,"1"
"759","ARC6L3-SOWC5R-YP5JMQ",4,"1"
"760","140QOC-R3C72U-ZS9LE2",2,"0"
"761","45M9DR-6ASMQH-G04OAI",4,"1"
"762","PVJQE1-R8MNFO-IR12L5",3,"0"
"763","PZUE7Q-0KLA87-XQ7VK2",3,"1"
"764","MQ97OI-419TIQ-XQO3DA",3,"0"
"765","JQK4T5-WNGKIO-XNKWJQ",2,"0"
"766","9ZC83K-C5LZBN-HB8UOG",2,"0"
"767","B2LDAK-ZC3D8L-8O9GB3",3,"0"
"768","0UX5GK-ZSHU7F-LGTXO3",3,"1"
"769","9Q0Y8A-Y2DKG8-S0NVPI",3,"1"
"770","651ZFG-6L3N1F-BFG08H",2,"1"
"771","ND4R1X-2OEDJB-WIXFCN",3,"1"
"772","FHYQPS-FD2GEO-9R5ITE",4,"1"
"773","5VCR64-FKX54S-F1MVIY",2,"0"
"774","RY92WQ-A4MDHO-KJGH5F",3,"1"
"775","13OVFH-GRJH81-L20PF7",3,"1"
"776","QENXAS-EFK9I8-5NT8L7",3,"1"
"777","U0RXLC-5YTVQ8-OXJ7M0",5,"1"
"778","W7V46N-8QJU9G-XLIW4H",3,"1"
"779","N9S5CI-Z6HGTA-3QGD4X",3,"1"
"780","5LFYR8-Z2YWPN-9I827Y",4,"1"
"781","Y15N9L-2LG79N-FEJDMV",3,"1"
"782","AD39C1-ZJSKOI-GUQESC",2,"0"
"783","QUADO2-KIWNU3-JKBIYD",2,"0"
"784","ITKAXP-U3ITMZ-6CAQ8H",3,"1"
"785","E2ZG7P-XO4CWT-IQGUSN",3,"1"
"786","SL1V35-I1D896-OEACTH",4,"1"
"787","J4PRHL-9D4K1Z-WTCV8Y",4,"1"
"788","B8Z5VX-LUXV7K-ZU12QY",3,"1"
"789","T13R02-2Y19SJ-Y9SRHV",4,"1"
"790","Q2703V-IAKTJC-YZD5NK",3,"1"
"791","KV6EOW-N8IWZU-QWG10U",3,"1"
"792","1KEGZN-CKQ1O4-GNJ4K5",5,"1"
"793","QCYDJB-OZ9J75-716KPL",5,"1"
"794","9XNEJC-7AHT4D-M7WFBN",3,"1"
"795","6KCYTG-49GICQ-QS6EHC",3,"1"
"796","6J4AQN-AYIHSJ-V3U41J",3,"0"
"797","OBNWEU-7U1853-VW6O7I",3,"1"
"798","XPG8EY-IHWPNV-4U2ZST",2,"0"
"799","UBR9CT-53N7EP-1CZSO5",3,"1"
"800","2RPSVK-S5LP3X-DP2N1L",2,"0"
"801","GH03KR-0B5YFH-I94ZT5",2,"0"
"802","DLWH49-KINB35-5NJ4XE",2,"0"
"803","AZIHTJ-FB86GV-GYN7RM",3,"1"
"804","EM3WU9-6V0TOG-LN6Y4T",4,"1"
"805","OKMLJE-B0TX2U-3XR1PA",5,"1"
"806","LUOKXA-26BA0N-JMID8P",4,"1"
"807","DWUV2E-4LBXQ2-CNYRL5",4,"1"
"808","HU94JD-V23FTN-6JG2MZ",2,"0"
"809","R567SM-BPMHRC-N5O1BF",2,"0"
"810","UXB2F3-XJUYMD-KX8JDO",2,"0"
"811","A85NE4-XIAY4G-YTKC8M",2,"0"
"812","9DIXS5-4NM6GY-H2MBVU",3,"0"
"813","CZTRWF-52RWHO-BZF6XI",3,"1"
"814","XJ8AT7-G5EHWY-6XPNFJ",3,"0"
"815","6AHPCW-85DR6W-VFXA1D",3,"1"
"816","COKVBN-ALZ5EX-2HM938",3,"0"
"817","QNBRGK-DTAZBV-O37JKN",4,"1"
"818","0CF67H-LVCA4P-NV5IL0",3,"1"
"819","I7OGVL-BD247U-UP6H2D",3,"1"
"820","73T9BP-3W7BYR-5EWBUR",2,"1"
"821","2WX8E5-ES82N5-Z1HGFQ",5,"1"
"822","DZS274-89UZ0C-RM1OHT",3,"1"
"823","DTI5WM-B7PQC4-YGDW3K",2,"0"
"824","8RL1VM-WBNXRU-Z523Q9",3,"1"
"825","U7Z40P-LIYBZD-7RPX6K",3,"1"
"826","YE81MQ-2NYMWJ-AMC0SQ",4,"1"
"827","S94UJ5-ZD6L8J-RDHJQS",2,"0"
"828","2SBHJZ-BEX98Z-XEAW4S",2,"0"
"829","FU5ZJA-SMZ8B2-GKPUO8",2,"0"
"830","GIH4UF-90LKOC-927R40",3,"1"
"831","MG6JK5-FBE7WL-076K2Q",2,"0"
"832","ZHTN5B-1B9DMJ-WV0ORH",4,"1"
"833","MYX7Z2-VIOCGQ-3EKY8V",2,"1"
"834","VGOWR9-Y5MJ3Q-KJGVFL",2,"0"
"835","LRAW4S-94HL1R-NRJA7V",3,"1"
"836","0E4ATJ-2VZIEL-3HVNO5",3,"1"
"837","AWCKNE-G6KW1I-K8UVAC",2,"0"
"838","MQXC9D-3D01V9-9RS8QD",3,"1"
"839","4WFGY5-K286GD-R0ITF2",5,"1"
"840","9E5N2T-4LQKDT-O4I9X0",3,"1"
"841","EIACQ0-5S2BPU-FU15YQ",3,"1"
"842","UNAEH1-AGVHRW-XIMNCT",2,"0"
"843","V3DACF-7XI58K-5XIQZK",4,"1"
"844","2UIK8N-AQJVHR-JAUIBQ",4,"1"
"845","OXHN6S-8BOT4M-LQRY6C",3,"1"
"846","N0JT5W-XNTHAY-V04WQ1",4,"1"
"847","WBR7EL-U4RQCK-2QXBRJ",2,"0"
"848","F2RMCU-1W6UD3-C0G6Q7",4,"1"
"849","T2BRCI-MK9IYG-ULBCJQ",5,"1"
"850","5HI1VL-M8IDEZ-QA8VU7",3,"1"
"851","OU3XZP-IJ2D7Y-6U8XFC",3,"1"
"852","AHU503-OG72K4-78LKEY",3,"1"
"853","509JV2-74SWMC-IVNKDP",4,"1"
"854","I8SG3T-PTKM4F-H2TIGS",4,"1"
"855","GLBFR4-3NCMJE-OU2Z5X",4,"1"
"856","3C05GF-4OA3ES-J9XEI8",2,"0"
"857","NIMS6R-WDZX31-8IJ42V",4,"1"
"858","SZ342Y-1I7N6V-3VA54Q",3,"1"
"859","YROAS2-DJMRN6-CE5U2T",3,"1"
"860","VEYKG8-E35D6F-M519IR",3,"0"
"861","HY6Z9L-P9NHD3-3JGTCW",3,"1"
"862","JBLE1A-S8V1JN-95371V",4,"1"
"863","9EDV4O-0FGS1I-RB9OU3",4,"1"
"864","T5LS3D-FD28OM-TV0OKC",3,"1"
"865","M2BHY7-VNK6I3-CY0JTI",3,"1"
"866","OYL3GP-5RMA6E-EV47N3",4,"1"
"867","O6018Z-AFNDVT-Z1CHDO",4,"1"
"868","7C93TS-L0XYF6-FO6PQ9",4,"1"
"869","2JP1RH-MY9G6S-TUYXE8",3,"1"
"870","2DKCVP-VDBGWJ-XI5B94",5,"1"
"871","OVC8D5-QMYRFZ-M9KNFW",3,"1"
"872","ULYR2X-RN1EZ5-DBRAUG",3,"1"
"873","HULKND-O3B42Z-ZRTVH4",3,"0"
"874","IB50PE-1I384G-1UKM6N",3,"1"
"875","OPQ2GW-TVL97X-5BEZ0T",3,"1"
"876","Q3RFGC-LZF2NU-E1GNDA",2,"0"
"877","7K4M0C-PABXR7-VWPB91",3,"1"
"878","YU0D2F-84UW2M-CVQB91",4,"1"
"879","2AM09J-NCQ7MD-N1G8KJ",3,"1"
"880","FM0VSZ-4MAZDL-E8SPUL",4,"1"
"881","GFQJ4O-DMC4R7-JW127R",4,"1"
"882","H2AGYV-2NQACF-1RQA0L",2,"1"
"883","1NJQG7-2J5973-Z5TE6Y",2,"1"
"884","WMI4D8-9K2A6V-S12YRB",3,"1"
"885","AKVJDX-MP5CU4-ITZNKM",3,"1"
"886","WYZ3HS-SDLCVN-YMBUSG",3,"1"
"887","Y2D473-3FBT0D-GTMVN6",3,"0"
"888","A68L9G-FU0R39-3JO102",3,"0"
"889","EVDRB7-58WRP0-MU70XG",5,"1"
"890","M3AZTJ-4U7Q8G-B5NZJK",2,"0"
"891","FIE84W-OM4S91-Q5JY8C",3,"0"
"892","5TOYDS-W2IF4K-CFOTQX",2,"0"
"893","41C3G9-IOF295-XL37SD",5,"1"
"894","31OG0W-AI4V0Y-C6RX84",4,"1"
"895","QGBL3K-492JBZ-QFJ54T",4,"1"
"896","IHUTPX-QJMVLX-6NQRZ2",4,"1"
"897","HFRJ9E-P3HGAU-9RAIMK",2,"0"
"898","RXGTS1-T5YX7K-O9QZG7",2,"0"
"899","HYIKX6-8JUN4O-HJFVC2",4,"1"
"900","91NY2V-GOTPYJ-HAWDMY",2,"0"
"901","80FGY9-2VQ7SI-4UAEBO",2,"1"
"902","WCDYXZ-5C7QT9-M7OBI0",2,"1"
"903","HTWVD3-72LQC1-LG64I7",5,"1"
"904","EIFM4J-596SG7-7FO2UT",3,"1"
"905","GKAY8B-HGM8LF-26PR0H",4,"1"
"906","UTIOD6-NHZ04F-R4VZW3",5,"1"
"907","TENW8F-VM4SE2-4Z8ALK",3,"1"
"908","59ZAUN-HNR1VM-E94P73",2,"0"
"909","NSZ162-GF129D-MBDPQT",4,"1"
"910","Z6R5KU-61GTSJ-4APGJC",2,"0"
"911","R3PJ9T-81YWU3-YTGJ76",2,"0"
"912","U9GLYI-KUFA97-HTWFZN",5,"1"
"913","D9JRBF-R1MD47-9FHEP8",3,"1"
"914","ZWPHIR-XF2CUE-OIV81D",4,"0"
"915","5NGQTJ-DMQZLH-HB8VXL",2,"0"
"916","9CI7BH-250DWQ-G4VYFT",3,"1"
"917","RBHQOY-WXNHRC-OAQY96",3,"1"
"918","ZAT64Q-529QYZ-A3MUFO",2,"0"
"919","LBYIOC-ZNHEPJ-CJLIKR",2,"1"
"920","CRIO4M-JCZ4US-2KQSCL",2,"1"
"921","PSQAIW-96UONR-QRAC3P",3,"1"
"922","YS13IQ-F1GUXZ-YEV8LJ",2,"0"
"923","XO8WC0-GYIH7T-C0NX7K",3,"1"
"924","0OT35M-CF5GAO-E0QZ8T",4,"1"
"925","ZYIB27-A825FY-0L6HG4",3,"1"
"926","UC6JWR-T2W8HF-5PJNF7",4,"1"
"927","23BUI9-BJOH8L-2JOW08",3,"1"
"928","5BWZSC-M489AB-QMGE5S",2,"0"
"929","XHIGYA-C97LUD-SE9TA7",4,"1"
"930","DXBZFY-KXHU3A-OJY341",3,"1"
"931","7ZQAKF-CQD95T-Y19OIU",3,"1"
"932","UZOHCN-M1K4CH-OPF382",3,"1"
"933","YP0EFG-IMYLJF-6C1Q2N",2,"0"
"934","KCMH4X-8I1ZWA-MZ2V5K",3,"1"
"935","XRM47Q-CYKB0S-ADK2OQ",2,"0"
"936","H4Y6DB-1QOFC2-KW8S31",4,"1"
"937","8I075A-YVHBWS-26THJ8",3,"1"
"938","WMIBYZ-2DHWCT-SEB578",3,"1"
"939","0WAT3C-JU97IP-KQ1DWZ",4,"1"
"940","5P2MOQ-VSO9RW-J0YNV4",3,"1"
"941","VLDTFC-HMONAD-K3BFZA",3,"1"
"942","TP6WYD-2X6F80-930S8E",2,"0"
"943","YGSAXW-FP1X40-UGHTFO",3,"1"
